Card_Num,  Card Name,  Type,  Rarity,  Value ($),  Attribute,  Sub Type,  Level,  ATK,  DEF,  Card Text
CRV-EN009,Drillroid,Effect Monster,Common,0.10,Earth,Machine,4,1600,1600,"If this card attacks a Defense Position monster, destroy the monster with this card's effect without applying damage calculation."
CRV-EN010,UFOroid,Effect Monster,Super Rare,10.00,Light,Machine,6,1200,1200,"When this card is destroyed as a result of battle and sent to the Graveyard, you can Special Summon from your Deck 1 Machine-Type monster with an ATK of 1500 or less in face-up Attack Position. Then shuffle your Deck."
CRV-EN011,Jetroid,Effect Monster,Common,0.50,Wind,Machine,4,1200,1800,"At the time this card is selected as an attack target by your opponent's monster, the controller of this card can activate Trap Card(s) from their hand."
CRV-EN012,Wroughtweiler,Effect Monster,Rare,0.70,Earth,Beast,3,800,1200,"When this card is destroyed as a result of battle and sent to the Graveyard, add from your Graveyard to your hand 1 card that includes Elemental Hero in its card name, and 1 Polymerization."
CRV-EN013,Dark Catapulter,Effect Monster,Rare,1.30,Earth,Machine,4,1000,1500,"During your Standby Phase, if this card is in Defense Position, put 1 counter on this card. By removing from play a number of card(s) in your Graveyard equal to the number of counters on this card, destroy that same number of Spell or Trap Card(s) on the field. Then remove all counter(s) from this card."
CRV-EN014,Elemental Hero Bubbleman,Effect Monster,Rare,1.50,Water,Warrior,3,800,1200,"If this is the only card in your hand, you can Special Summon this card from your hand. When this card is Normal Summoned, Flip Summoned or Special Summoned successfully, if there are no other cards on your side of the field and in your hand, you can draw 2 cards from your Deck."
CRV-EN015,Cyber Dragon,Effect Monster,Super Rare,6.40,Light,Machine,5,2100,1600,"If there is a monster on your opponent's side of the field and there are no monsters on your side of the field, you can Special Summon this card from your hand."
CRV-EN016,Cybernetic Magician,Effect Monster,Super Rare,7.90,Light,Spellcaster,6,2400,1000,Discard 1 card from your hand. The ATK of 1 face-up monster on the field becomes 2000 until the End Phase of this turn.
CRV-EN017,Cybernetic Cyclopean,Effect Monster,Common,0.20,Earth,Beast-Warrior,4,1400,200,"While you have no cards in your hand, increase the ATK of this card by 1000 points."
CRV-EN018,Mechanical Hound,Effect Monster,Common,0.10,Earth,Machine,7,2800,1500,"While you have no cards in your hand, your opponent cannot activate Spell Cards."
CRV-EN019,Cyber Archfiend,Effect Monster,Common,0.40,Dark,Fiend,4,1000,2000,"At the beginning of your Draw Phase, if you have no cards in your hand, draw 1 more card in addition to the normal draw. During your End Phase, if you have 1 or more card(s) in your hand, destroy this card."
CRV-EN020,Goblin Elite Attack Force,Effect Monster,Super Rare,9.60,Earth,Fiend,4,2200,1500,"If this card attacks, it is changed to Defense Position at the end of the Battle Phase. This card's battle position cannot be changed until the end of your next turn, except with a card effect."
CRV-EN021,B.E.S. Crystal Core,Effect Monster,Super Rare,7.40,Water,Machine,5,2100,1000,"Put 3 counters on this card when you Normal Summon it. This card is not destroyed as a result of battle. If this card battles a monster, remove 1 counter from this card at the end of the Damage Step. If this card battles without a counter, destroy this card at the end of the Damage Step. Once per turn, during your Main Phase, you can change 1 face-up Attack Position monster on your opponent's side of the field to face-up Defense Position."
CRV-EN022,Giant Kozaky,Effect Monster,Common,0.50,Dark,Fiend,4,2500,2400,"If there is no face-up Kozaky on the field, destroy this card. If this face-up card on the field is destroyed, inflict damage to the current controller's Life Points equal to the original ATK of this card."
CRV-EN023,Indomitable Fighter Lei Lei,Effect Monster,Common,0.40,Earth,Beast-Warrior,4,2300,0,"If this card attacks, it is changed to Defense Position at the end of the Battle Phase. This card's battle position cannot be changed until the end of your next turn, except with a card effect."
CRV-EN024,Protective Soul Ailin,Union Monster,Common,0.30,Light,Fairy,1,0,0,"Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your Indomitable Fighter Lei Lei as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, you can change the equipped monster's battle position once per turn. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)"
CRV-EN025,Doitsu,Union Monster,Common,0.10,Earth,Fairy,4,100,200,"Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your Soitsu as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, increase the ATK of the equipped monster by 2500 points. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)"
CRV-EN026,Des Frog,Effect Monster,Common,0.10,Water,Aqua,5,1900,0,"When this card is Tribute Summoned successfully, you can Special Summon Des Frog(s) from your hand or Deck up to the same number of T.A.D.P.O.L.E.(s) in your Graveyard."
CRV-EN027,T.A.D.P.O.L.E.,Effect Monster,Common,0.50,Water,Aqua,1,0,0,"When this card on your side of the field is destroyed as a result of battle and sent to your Graveyard, you can add any T.A.D.P.O.L.E.(s) from your Deck to your hand. Then shuffle your Deck."
CRV-EN028,Poison Draw Frog,Effect Monster,Common,0.10,Water,Aqua,2,100,100,"When this face-up card on the field is sent to the Graveyard (unless it was attacked while face-down and destroyed as a result of battle), you can draw 1 card from your Deck."
CRV-EN029,Tyranno Infinity,Effect Monster,Common,0.10,Earth,Dinosaur,4,0,0,The original ATK of this card becomes the number of your Dinosaur-Type monsters that are removed from play x 1000 points.
CRV-EN030,Batteryman C,Effect Monster,Common,0.50,Light,Thunder,2,0,0,"If all Batteryman C(s) on your side of the field are in Attack Position, increase the ATK of all Machine-Type monsters on your side of the field by 500 points for each Batteryman C on your side of the field. If all Batteryman C(s) on your side of the field are in Defense Position, increase the DEF of all Machine-Type monsters on your side of the field by 500 points for each Batteryman C on your side of the field."
CRV-EN031,Ebon Magician Curran,Effect Monster,Common,0.10,Dark,Spellcaster,2,1200,0,"During your Standby Phase, inflict 300 points of damage to your opponent's Life Points for each monster on your opponent's side of the field."
CRV-EN032,D.D.M. - Different Dimension Master,Effect Monster,Rare,1.50,Light,Spellcaster,5,1700,1500,"Discard 1 Spell Card from your hand. Special Summon 1 of your monsters that is currently removed from play. You can only activate this effect once per turn, during your Main Phase."
CRV-EN033,Steam Gyroid,Fusion Monster,Common,0.40,Earth,Machine,6,2200,1800,Gyroid + Steamroid
CRV-EN034,UFOroid Fighter,Fusion Monster,Ultra Rare,26.00,Light,Machine,10,0,0,UFOroid + 1 Warrior-Type monster A Fusion Summon of this card can only be conducted with the above Fusion Material Monsters. The original ATK and DEF of this card become equal to the combined original ATK of the 2 Fusion Material Monsters you used for the Fusion Summon of this card.
CRV-EN035,Cyber Twin Dragon,Fusion/Effect Monster,Super Rare,8.70,Light,Machine,8,2800,2100,Cyber Dragon + Cyber Dragon A Fusion Summon of this card can only be conducted with the above Fusion Material Monsters. This card can attack twice during the same Battle Phase.
CRV-EN036,Cyber End Dragon,Fusion/Effect Monster,Ultra Rare,6.10,Light,Machine,10,4000,2800,"Cyber Dragon + Cyber Dragon + Cyber Dragon A Fusion Summon of this card can only be conducted with the above Fusion Material Monsters. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points."
CRV-EN037,Power Bond,Spell,Ultra Rare,15.00,,Normal,0,0,0,"Send, from your hand or your side of the field to the Graveyard, Fusion Material Monsters that are listed on a Machine-Type Fusion Monster Card, and Special Summon that Fusion Monster from your Fusion Deck. (This Special Summon is treated as a Fusion Summon). Increase the ATK of this Special Summoned Fusion Monster by an amount equal to its original ATK. During the End Phase of this turn, the player who activated this card takes damage equal to the original ATK of the Special Summoned monster."
CRV-EN038,Fusion Recovery,Spell,Common,0.30,,Normal,0,0,0,"Add 1 Polymerization, and 1 Fusion Material Monster that was used for a Fusion Summon, from your Graveyard to your hand."
CRV-EN039,Miracle Fusion,Spell,Rare,0.80,,Normal,0,0,0,"Remove from play, from your side of the field or your Graveyard, Fusion Material Monsters that are listed on a Fusion Monster Card that includes Elemental Hero in its card name, and Special Summon that Fusion Monster from your Fusion Deck. (This Special Summon is treated as a Fusion Summon)."
CRV-EN040,Dragon's Mirror,Spell,Common,0.40,,Normal,0,0,0,"Remove from play, from your side of the field or your Graveyard, Fusion Material Monsters that are listed on a Dragon-Type Fusion Monster Card, and Special Summon that Fusion Monster from your Fusion Deck. (This Special Summon is treated as a Fusion Summon)."
CRV-EN041,System Down,Spell,Rare,0.80,,Normal,0,0,0,Pay 1000 Life Points. Remove from play all Machine-Type monsters on your opponent's side of the field and in their Graveyard.
CRV-EN042,Des Croaking,Spell,Common,0.40,,Normal,0,0,0,You can only activate this card when there are 3 face-up Des Frog on your side of the field. Destroy all cards on your opponent's side of the field.
CRV-EN043,Pot of Generosity,Spell,Common,0.40,,Normal,0,0,0,Return 2 cards from your hand to your Deck. Then shuffle your Deck.
CRV-EN044,Shien's Spy,Spell,Common,0.40,,Normal,0,0,0,"Select 1 face-up monster on your side of the field to activate this card. Until the End Phase of this turn, shift control of the selected monster to your opponent."
CRV-EN045,Transcendent Wings,Spell,Rare,0.90,,Quick-Play,0,0,0,Send to the Graveyard 1 Winged Kuriboh from your side of the field and 2 cards from your hand. Special Summon 1 Winged Kuriboh LV10 from your hand or Deck.
CRV-EN046,Bubble Shuffle,Spell,Rare,0.70,,Quick-Play,0,0,0,You can only activate this card when there is a face-up Elemental Hero Bubbleman on the field. Change 1 Elemental Hero Bubbleman in face-up Attack Position on your side of the field and 1 monster in face-up Attack Position on your opponent's side of the field to Defense Position. Tribute the Elemental Hero Bubbleman that was changed to Defense Position and Special Summon 1 monster from your hand that includes Elemental Hero in its card name.
CRV-EN047,Spark Blaster,Spell,Rare,1.10,,Equip,0,0,0,"You can only equip this card to Elemental Hero Sparkman. During the Main Phase of your turn, you can change the battle position of 1 face-up monster. After you use this effect 3 times, destroy this card."
CRV-EN048,Skyscraper,Spell,Super Rare,3.30,,Field,0,0,0,"When a monster that includes Elemental Hero in its card name attacks, if its ATK is lower than the ATK of the attack target, increase the ATK of the attacking monster by 1000 points during damage calculation only."
CRV-EN049,Fire Darts,Trap,Rare,1.00,,Normal,0,0,0,"You can only activate this card when you have no cards in your hand. Roll a six-sided die 3 times, and inflict damage to your opponent's Life Points equal to the total result of the die rolls x 100 points."
CRV-EN050,Spiritual Earth Art - Kurogane,Trap,Common,0.50,,Normal,0,0,0,"Tribute 1 EARTH monster on your side of the field. Special Summon 1 Level 4 or lower EARTH monster from your Graveyard, except the Tributed monster."
CRV-EN051,Spiritual Water Art - Aoi,Trap,Common,0.30,,Normal,0,0,0,"Tribute 1 WATER monster on your side of the field. Look at your opponent's hand, select 1 card from it, and send that card to the Graveyard."
CRV-EN052,Spiritual Fire Art - Kurenai,Trap,Common,0.20,,Normal,0,0,0,Tribute 1 FIRE monster on your side of the field. Inflict damage to your opponent's Life Points equal to the original ATK of the Tributed monster.
CRV-EN053,Spiritual Wind Art - Miyabi,Trap,Common,0.20,,Normal,0,0,0,"Tribute 1 WIND monster on your side of the field. Select 1 card on your opponent's side of the field, and return it to the bottom of the owner's Deck."
CRV-EN054,A Rival Appears!,Trap,Common,0.30,,Normal,0,0,0,Select 1 face-up monster on your opponent's side of the field. Special Summon from your hand 1 monster that has the same Level as the selected monster.
CRV-EN055,Magical Explosion,Trap,Rare,1.20,,Normal,0,0,0,You can only activate this card when you have no cards in your hand. Inflict 200 points of damage to your opponent's Life Points for each Spell Card in your Graveyard.
CRV-EN056,Rising Energy,Trap,Rare,1.20,,Normal,0,0,0,Discard 1 card from your hand. Increase the ATK of 1 face-up monster on the field by 1500 points until the End Phase of this turn.
CRV-EN057,D.D. Trap Hole,Trap,Rare,1.20,,Normal,0,0,0,You can only activate this card when your opponent Sets 1 monster in Defense Position. Destroy and remove from play the Set monster and 1 monster on your side of the field.
CRV-EN058,Conscription,Trap,Common,0.10,,Normal,0,0,0,"Pick up the top card of your opponent's Deck. If the picked-up card can be Normal Summoned, Special Summon it to your side of the field. If not, add that card to your opponent's hand."
CRV-EN059,Dimension Wall,Trap,Rare,0.50,,Normal,0,0,0,"You can only activate this card when your opponent declares an attack with a monster. Instead of you, your opponent takes the Battle Damage you would have taken as a result of this battle."
CRV-EN060,Prepare to Strike Back,Trap,Common,0.20,,Continuous,0,0,0,"Each time your opponent declares an attack on a face-up Defense Position monster, toss a coin and call it. If you call it right, change the targeted face-up Defense Position monster to Attack Position. If you call it wrong, the controller of this card takes damage equal to the difference between the ATK of the attacking monster and the DEF of the attacked monster."
EEN-EN001,"Zure, Knight of Dark World",Normal Monster,Common,0.10,Dark,Fiend,4,1800,1500,The name of this illustrious knight is known by all residents of Dark World. He never oppresses the commoners.
EEN-EN002,V-Tiger Jet,Normal Monster,Common,0.10,Light,Machine,4,1600,1800,This ace fighter is unbeatable in a dogfight. It combines with other monsters to launch an array of encircling attacks.
EEN-EN003,Blade Skater,Normal Monster,Common,0.10,Earth,Warrior,4,1400,1500,"An image of beauty on the ice, this gorgeous warrior rips her opponents into pieces with her stylish Accel Slicer attack."
EEN-EN004,Queen's Knight,Normal Monster,Rare,0.60,Light,Warrior,4,1500,1600,"This knight catches her opponents off guard, dominating them with swift yet graceful attacks."
EEN-EN005,Jack's Knight,Normal Monster,Rare,0.70,Light,Warrior,5,1900,1000,"A strong master swordsman. His loyalty is to justice, his duty to protect the weak."
EEN-EN006,King's Knight,Effect Monster,Rare,1.10,Light,Warrior,4,1600,1400,"While Queen's Knight is on your side of the field, when this card is Normal Summoned, you can Special Summon 1 Jack's Knight from your Deck."
EEN-EN007,Elemental Hero Bladedge,Effect Monster,Super Rare,10.00,Earth,Warrior,7,2600,1800,"During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points."
EEN-EN008,Elemental Hero Wildheart,Effect Monster,Common,0.10,Earth,Warrior,4,1500,1600,This card is unaffected by the effects of Trap Cards.
EEN-EN009,Reborn Zombie,Effect Monster,Common,0.30,Dark,Zombie,4,1000,1600,"While you have no cards in your hand, this card is not destroyed as a result of battle while in Attack Position. (Damage calculation is applied normally.)"
EEN-EN010,Chthonian Soldier,Effect Monster,Rare,1.50,Dark,Warrior,4,1200,1400,"When this card is destroyed by your opponent's attacking monster and sent to the Graveyard, inflict the Battle Damage you took from this battle to your opponent's Life Points as well."
EEN-EN011,W-Wing Catapult,Union Monster,Common,0.30,Light,Machine,4,1300,1500,"Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your V-Tiger Jet as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, increase the ATK and DEF of the equipped monster by 400 points. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)"
EEN-EN012,Infernal Incinerator,Effect Monster,Common,0.20,Fire,Fiend,6,2800,1800,"This card can only be Normal Summoned or Set by discarding all card(s) in your hand to the Graveyard except this card, as well as Tributing 1 card with ATK 2000 or higher from your side of the field. Increase the ATK of this monster by 200 points for each monster on your opponent's side of the field. Decrease the ATK of this card by 500 points for each monster on your side of the field, except this card."
EEN-EN013,Hydrogeddon,Effect Monster,Common,0.40,Water,Dinosaur,4,1600,1000,"When this card destroys an opponent's monster as a result of battle and sends it to the Graveyard, you can Special Summon 1 Hydrogeddon from your Deck."
EEN-EN014,Oxygeddon,Effect Monster,Common,0.30,Wind,Dinosaur,4,1800,800,"When this card is destroyed as a result of battle with a Pyro-Type monster and sent to the Graveyard, inflict 800 points of damage to both players' Life Points."
EEN-EN015,Water Dragon,Effect Monster,Super Rare,1.70,Water,Sea Serpent,8,2800,2600,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of Bonding - H2O. While this card is face-up on the field, the ATK of FIRE monsters and Pyro-Type monsters become 0. When this card is destroyed and sent to the Graveyard, you can Special Summon 2 Hydrogeddons and 1 Oxygeddon from your Graveyard."
EEN-EN016,Etoile Cyber,Effect Monster,Common,0.20,Earth,Warrior,4,1200,1600,"If this card attacks your opponent's Life Points directly, increase the ATK of this card by 500 points during the Damage Step only."
EEN-EN017,B.E.S. Tetran,Effect Monster,Super Rare,1.60,Wind,Machine,6,1800,2300,"Put 3 counters on this card when you Normal Summon it. This card is not destroyed as a result of battle. If this card battles a monster, remove 1 counter from this card at the end of the Damage Step. If this card battles without a counter, destroy this card at the end of the Damage Step. Also, by removing 1 counter on this card, destroy 1 Spell or Trap Card on the field. You can only use this effect once per turn."
EEN-EN018,Nanobreaker,Effect Monster,Common,0.30,Earth,Machine,4,1500,1800,"If this card attacks a face-up Level 3 or lower monster, destroy the monster with this card's effect without applying Damage Calculation."
EEN-EN019,Rapid-Fire Magician,Effect Monster,Rare,1.40,Dark,Spellcaster,4,1600,1200,"While this card is face-up on the field, inflict 400 points of damage to your opponent's Life Points each time you activate 1 Normal Spell Card."
EEN-EN020,"Beiige, Vanguard of Dark World",Effect Monster,Common,0.20,Dark,Fiend,4,1600,1200,"If this card is discarded from the hand to the Graveyard by a card effect, Special Summon this card to your side of the field."
EEN-EN021,"Broww, Huntsman of Dark World",Effect Monster,Rare,1.10,Dark,Fiend,4,1600,1300,"If this card is discarded from the hand to the Graveyard by a card effect, draw 1 card from your Deck. If this card is discarded from the hand to the Graveyard by your opponent's card effect, draw 1 more card from your Deck."
EEN-EN022,"Brron, Mad King of Dark World",Effect Monster,Rare,0.50,Dark,Fiend,3,1400,800,"When this card inflicts Battle Damage to your opponent's Life Points, you can select 1 card in your hand and discard it to the Graveyard."
EEN-EN023,"Sillva, Warlord of Dark World",Effect Monster,Rare,1.00,Dark,Fiend,4,1800,400,"If this card is discarded from the hand to the Graveyard by a card effect, Special Summon this card to your side of the field. If this card is discarded from the hand to the Graveyard by your opponent's card effect, your opponent selects 2 cards in their hand, and returns them to the bottom of their Deck in any order."
EEN-EN024,"Goldd, Wu-Lord of Dark World",Effect Monster,Super Rare,3.30,Dark,Fiend,5,2300,1400,"If this card is discarded from the hand to the Graveyard by a card effect, Special Summon this card to your side of the field. If this card is discarded from the hand to the Graveyard by your opponent's card effect, you can select up to 2 cards on your opponent's side of the field and destroy them."
EEN-EN025,"Scarr, Scout of Dark World",Effect Monster,Common,0.10,Dark,Fiend,2,500,500,"When this card is destroyed as a result of battle and sent to the Graveyard, add 1 Level 4 or lower monster that includes Dark World in its card name from your Deck to your hand."
EEN-EN026,Familiar-Possessed - Aussa,Effect Monster,Common,0.40,Earth,Spellcaster,4,1850,1500,"By sending 1 Aussa the Earth Charmer and 1 EARTH monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points."
EEN-EN027,Familiar-Possessed - Eria,Effect Monster,Common,0.50,Water,Spellcaster,4,1850,1500,"By sending 1 Eria the Water Charmer and 1 WATER monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points."
EEN-EN028,Familiar-Possessed - Hiita,Effect Monster,Common,0.30,Fire,Spellcaster,4,1850,1500,"By sending 1 Hiita the Fire Charmer and 1 FIRE monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points."
EEN-EN029,Familiar-Possessed - Wynn,Effect Monster,Common,0.40,Wind,Spellcaster,4,1850,1500,"By sending 1 Wynn the Wind Charmer and 1 WIND monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points."
EEN-EN030,VW-Tiger Catapult,Fusion Monster,Common,0.10,Light,Machine,6,2000,2100,"V-Tiger Jet + W-Wing Catapult This card can only be Special Summoned from your Fusion Deck by removing from play the above cards on your side of the field. (You do not use Polymerization). By discarding 1 card from your hand, change the battle position of 1 monster on your opponent's side of the field. (Flip Effects are not activated at this time.)"
EEN-EN031,VWXYZ-Dragon Catapult Cannon,Fusion Monster,Super Rare,2.90,Light,Machine,8,3000,2800,"VW-Tiger Catapult + XYZ-Dragon Cannon This card can only be Special Summoned from your Fusion Deck by removing from play the above cards on your side of the field. (You do not use Polymerization). Once per turn, remove from play 1 card on your opponent's side of the field. When this card attacks, you can change the battle position of the attack-target monster. (Flip Effects are not activated at this time.)"
EEN-EN032,Cyber Blader,Fusion Monster,Super Rare,8.00,Earth,Warrior,7,2100,800,"Etoile Cyber + Blade Skater A Fusion Summon of this card can only be conducted with the above Fusion Material Monsters. While your opponent controls only 1 monster, this card is not destroyed as a result of battle. While your opponent controls only 2 monsters, double the ATK of this card. While your opponent controls only 3 monsters, this card negates the effects of your opponent's Spell, Trap, and Effect Monster Cards."
EEN-EN033,Elemental Hero Rampart Blaster,Fusion Monster,Ultra Rare,19.00,Earth,Warrior,6,2000,2500,"Elemental Hero Clayman + Elemental Hero Burstinatrix This monster cannot be Special Summoned except by Fusion Summon. While this card is in face-up Defense Position, this card can attack your opponent's Life Points directly. In that case, apply half the ATK of this card for damage calculation."
EEN-EN034,Elemental Hero Tempest,Fusion Monster,Ultra Rare,22.00,Wind,Warrior,8,2800,2800,"Elemental Hero Avian + Elemental Hero Sparkman + Elemental Hero Bubbleman This monster cannot be Special Summoned except by Fusion Summon. By sending 1 card (except this card) from your side of the field to the Graveyard, select 1 monster on your side of the field. While this card is face-up on the field, the selected monster is not destroyed as a result of battle. (Damage calculation is applied normally.)"
EEN-EN035,Elemental Hero Wildedge,Fusion Monster,Ultra Rare,10.00,Earth,Warrior,8,2600,2300,Elemental Hero Wildheart + Elemental Hero Bladedge This monster cannot be Special Summoned except by Fusion Summon. This card can attack all monsters on your opponent's side of the field once each.
EEN-EN036,Elemental Hero Shining Flare Wingma,Fusion Monster,Ultra Rare,18.00,Light,Warrior,8,2500,2100,"Elemental Hero Flame Wingman + Elemental Hero Sparkman This monster cannot be Special Summoned except by Fusion Summon. Increase the ATK of this card by 300 points for each card in your Graveyard that includes Elemental Hero in its card name. When this card destroys a monster as a result of battle and sends it to the Graveyard, inflict damage to your opponent's Life Points equal to the ATK of the destroyed monster."
EEN-EN037,Pot of Avarice,Spell,Super Rare,2.60,,Normal,0,0,0,"Select 5 Monster Cards from your Graveyard, then add them to your Deck and shuffle it. After that, draw 2 cards from your Deck."
EEN-EN038,Dark World Lightning,Spell,Common,0.30,,Normal,0,0,0,"Select 1 face-down card on the field and destroy it, and after that, select 1 card from your hand and discard it to the Graveyard."
EEN-EN039,Level Modulation,Spell,Common,0.30,,Normal,0,0,0,"Your opponent draws 2 cards. Special Summon 1 monster from your Graveyard that includes LV in its card name, ignoring the Summoning conditions. The monster that was Special Summoned by this effect cannot attack, nor activate or apply its effect this turn."
EEN-EN040,Ojamagic,Spell,Common,0.20,,Normal,0,0,0,"When this card is sent from the hand or the field to the Graveyard, add 1 each of Ojama Green, Ojama Yellow and Ojama Black from your Deck to your hand."
EEN-EN041,Ojamuscle,Spell,Common,0.20,,Normal,0,0,0,"Select 1 face-up Ojama King on the field. Destroy all monster(s) on the field that include Ojama in their card name, except the selected Ojama King. Increase the ATK of the selected Ojama King by 1000 points for each destroyed monster."
EEN-EN042,Feather Shot,Spell,Rare,1.20,,Normal,0,0,0,"Select 1 face-up Elemental Hero Avian on your side of the field to activate this card. This turn, the selected card can attack as many times as the number of monster(s) on your side of the field when this card resolves. In that case, it cannot attack your opponent's Life Points directly, and your other monster(s) cannot attack."
EEN-EN043,Bonding - H2O,Spell,Common,0.40,,Normal,0,0,0,"Tribute 2 Hydrogeddons and 1 Oxygeddon on your side of the field. Special Summon 1 Water Dragon from your hand, Deck or Graveyard."
EEN-EN044,Chthonian Alliance,Spell,Rare,0.50,,Equip,0,0,0,Increase the ATK of the equipped monster by 800 points for each other face-up monster on the field with the same name as the equipped monster.
EEN-EN045,Armed Changer,Spell,Rare,1.20,,Equip,0,0,0,"Send 1 Equip Spell Card from your hand to the Graveyard to activate this card. If the equipped monster destroys a monster as a result of battle, the controller of this Equip Card can add 1 monster with ATK equal to or less than the equipped monster from their Graveyard to their hand."
EEN-EN046,Branch!,Spell,Common,0.10,,Continuous,0,0,0,"When a Fusion Monster on the field is destroyed and sent to the Graveyard, you can Special Summon from your Graveyard 1 of the Fusion Material Monsters that you used for the Fusion Summon of that Fusion Monster."
EEN-EN047,Boss Rush,Spell,Common,0.30,,Continuous,0,0,0,"The controller of this card cannot Normal Summon or Set. During the End Phase of the turn that a monster on your side of the field that includes B.E.S. in its card name, or is named Big Core, is destroyed and sent to the Graveyard, you can Special Summon from your Deck 1 monster that includes B.E.S. in its card name, or is named Big Core."
EEN-EN048,Gateway to Dark World,Spell,Common,0.50,,Quick-Play,0,0,0,"If you activate this card, you cannot Normal Summon, Flip Summon or Special Summon during the turn this card is activated. Special Summon from your Graveyard 1 monster that includes Dark World in its card name."
EEN-EN049,Hero Barrier,Trap,Rare,1.40,,Normal,0,0,0,"If there is a face-up monster on your side of the field that includes Elemental Hero in its card name, negate 1 attack from your opponent's monster."
EEN-EN050,Chthonian Blast,Trap,Rare,1.00,,Normal,0,0,0,"You can only activate this card when a face-up monster on your side of the field is destroyed and sent to the Graveyard. Destroy 1 face-up monster with the lowest ATK on the field, and both players take damage equal to half of its ATK."
EEN-EN051,The Forces of Darkness,Trap,Common,0.20,,Normal,0,0,0,Return 2 monsters from your Graveyard to your hand that include Dark World in their card names.
EEN-EN052,Dark Deal,Trap,Common,0.20,,Normal,0,0,0,You can only activate this card by paying 1000 Life Points when your opponent activates a Normal Spell Card. The effect of the Normal Spell Card that your opponent activated at that time becomes Your opponent discards 1 random card from their hand.
EEN-EN053,Simultaneous Loss,Trap,Common,0.50,,Normal,0,0,0,Each player sends the top card from their Deck to the Graveyard.
EEN-EN054,Weed Out,Trap,Common,0.30,,Normal,0,0,0,Pay 500 Life Points. Destroy all Level 3 monsters in face-up Attack Position on the field.
EEN-EN055,The League of Uniform Nomenclature,Trap,Common,0.20,,Normal,0,0,0,Select 1 face-up Level 2 or lower Normal Monster on your side of the field to activate this card. Special Summon from your Deck to your side of the field as many cards as possible with the same name as the selected monster.
EEN-EN056,Roll Out!,Trap,Common,0.20,,Normal,0,0,0,Select 1 Union Monster in your Graveyard and equip it to an appropriate monster on your side of the field.
EEN-EN057,Chthonian Polymer,Trap,Common,0.20,,Normal,0,0,0,You can only activate this card when your opponent Fusion Summons a Fusion Monster. Tribute 1 monster on your side of the field to take control of that Fusion Monster.
EEN-EN058,Feather Wind,Trap,Common,0.40,,Counter,0,0,0,You can only activate this card if there is a face-up Elemental Hero Avian on your side of the field. Negate the activation of a Spell or Trap Card and destroy it.
EEN-EN059,Non-Fusion Area,Trap,Common,0.20,,Continuous,0,0,0,Neither player can Fusion Summon.
EEN-EN060,Level Limit - Area A,Trap,Rare,0.50,,Continuous,0,0,0,All face-up Level 3 or lower monsters on the field are changed to Attack Position and remain in Attack Position while this card is active.
EEN-ENSE1,Horus the Black Flame Dragon LV8,Effect Monster,Secret Rare,52.00,Fire,Winged Beast,8,2400,1600,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of Horus the Black Flame Dragon LV6. While this card remains face-up on your side of the field, you can negate the activation and effect of any Spell Cards and destroy them."
EEN-ENSE2,The Creator,Effect Monster,Secret Rare,62.00,Light,Thunder,8,2300,3000,Select 1 monster from your Graveyard. Send 1 card from your hand to the Graveyard and Special Summon the selected monster. You can only use this effect once per turn. This card cannot be Special Summoned from the Graveyard.
